Brand,Year,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,Selling_Price
Tata,2015,9.22,160428,Petrol,Dealer,Manual,2,1.39
Hyundai,2014,9.02,183816,Diesel,Dealer,Manual,0,1.35
Hyundai,2016,7.69,148378,Petrol,Dealer,Automatic,0,1.55
Hyundai,2017,8.29,148162,Diesel,Dealer,Automatic,1,1.95
Renault,2012,6.38,199754,Petrol,Individual,Manual,0,0.64
Skoda,2016,11.51,145526,Diesel,Dealer,Manual,0,2.32
Skoda,2012,13.75,204259,Petrol,Dealer,Automatic,0,1.75
Mahindra,2025,13.16,12230,Diesel,Individual,Manual,0,10.18
Skoda,2022,12.23,74087,Petrol,Individual,Manual,2,4.77
Maruti,2025,8.44,15821,Diesel,Dealer,Automatic,0,8.41
Toyota,2023,12.8,56514,Petrol,Dealer,Manual,0,7.52
Mahindra,2024,10.79,40044,Diesel,Individual,Manual,2,5.84
Mahindra,2018,11.88,122836,Petrol,Dealer,Manual,0,2.9
Mahindra,2021,12.22,87448,Petrol,Individual,Manual,0,4.17
Hyundai,2014,10.62,182780,Petrol,Dealer,Manual,0,1.67
Toyota,2020,12.18,102887,Petrol,Dealer,Manual,0,4.04
Honda,2024,9.01,35479,Petrol,Dealer,Automatic,0,7.03
Maruti,2020,6.73,106595,Petrol,Individual,Manual,0,1.9
Ford,2023,8.17,44919,Petrol,Dealer,Manual,0,5.28
Tata,2015,8.45,157340,Petrol,Dealer,Automatic,1,1.44
Renault,2019,7.65,99813,Diesel,Dealer,Manual,3,1.97
Toyota,2022,15.27,70882,Petrol,Dealer,Manual,0,7.82
Renault,2023,7.39,44608,Diesel,Dealer,Automatic,3,4.02
Volkswagen,2012,10.05,202764,Petrol,Dealer,Manual,0,1.09
Renault,2021,6.25,81268,Petrol,Dealer,Manual,1,2.29
Ford,2017,8.05,147975,Petrol,Dealer,Automatic,0,1.82
Tata,2022,7.2,59826,Petrol,Dealer,Automatic,1,3.73
Toyota,2011,15.82,222790,Petrol,Individual,Manual,1,1.3
Ford,2010,10.18,245689,Petrol,Dealer,Automatic,0,0.95
Volkswagen,2019,9.34,100645,Petrol,Individual,Manual,1,2.42
Mahindra,2020,11.66,89453,Petrol,Dealer,Automatic,1,4.01
Ford,2013,10.83,195944,Diesel,Dealer,Manual,1,1.35
Maruti,2011,8.32,247400,Petrol,Dealer,Manual,1,0.74
Toyota,2015,16.89,159784,Petrol,Individual,Automatic,0,2.89
Tata,2012,7.43,213315,Diesel,Dealer,Manual,0,0.82
Hyundai,2024,10.01,37355,Petrol,Dealer,Manual,1,6.75
Skoda,2012,13.19,198398,Petrol,Dealer,Manual,0,1.51
Tata,2018,6.85,125435,Diesel,Dealer,Manual,1,1.71
Mahindra,2021,13.05,75044,Petrol,Dealer,Manual,0,5.14
Toyota,2015,14.08,161374,Petrol,Individual,Manual,1,2.01
Volkswagen,2023,12.27,54360,CNG,Dealer,Manual,1,6.14
Honda,2018,9.45,116333,Petrol,Dealer,Manual,1,2.19
Volkswagen,2016,11.83,151296,Petrol,Individual,Automatic,0,2.07
Toyota,2022,16.86,63065,Petrol,Dealer,Manual,2,7.56
Mahindra,2013,12.18,186935,Petrol,Individual,Manual,0,1.44
Renault,2016,8.69,148834,Petrol,Dealer,Manual,0,1.7
Honda,2014,9.53,193469,Petrol,Individual,Manual,0,1.31
Volkswagen,2021,12.48,86351,Diesel,Dealer,Manual,0,5.27
Skoda,2011,12.87,227711,Petrol,Individual,Manual,0,1.23
Honda,2021,10.07,80984,Petrol,Individual,Manual,0,3.6
Hyundai,2009,8.93,248709,Diesel,Dealer,Manual,3,0.6
Skoda,2024,12.55,33384,Diesel,Dealer,Manual,2,8.36
Maruti,2021,7.33,53349,Petrol,Individual,Manual,0,2.83
Honda,2019,11.81,103622,Diesel,Individual,Manual,0,3.14
Volkswagen,2009,9.86,251817,Petrol,Individual,Automatic,0,0.77
Ford,2015,8.15,151224,Petrol,Dealer,Manual,0,1.31
Renault,2024,6.19,34989,Petrol,Dealer,Manual,0,4.54
Mahindra,2018,12.35,133880,Petrol,Dealer,Manual,0,2.83
Renault,2013,7.85,206998,Petrol,Individual,Manual,1,0.92
Volkswagen,2025,10.71,16996,Diesel,Dealer,Manual,0,9.03
Volkswagen,2011,9.57,206460,CNG,Dealer,Manual,2,0.77
Volkswagen,2017,11.85,124041,Petrol,Individual,Manual,1,2.33
Mahindra,2014,12.64,191785,Diesel,Individual,Manual,2,1.49
Maruti,2019,6.73,110285,Diesel,Individual,Manual,0,1.71
Honda,2011,9.06,228911,Petrol,Individual,Manual,1,0.78
Honda,2020,10.52,101058,CNG,Dealer,Manual,0,3.26
Skoda,2016,12.83,166568,Petrol,Individual,Manual,1,2.14
Renault,2024,7.62,42455,Petrol,Dealer,Manual,0,5.16
Skoda,2017,11.95,129832,Petrol,Dealer,Manual,0,2.44
Skoda,2018,12.78,115988,Diesel,Dealer,Manual,0,3.12
Renault,2025,7.52,14014,Diesel,Dealer,Manual,1,6.83
Maruti,2025,6.72,17796,Petrol,Dealer,Manual,0,5.44
Tata,2009,6.76,256072,CNG,Dealer,Manual,1,0.47
Tata,2015,8.97,149165,Diesel,Individual,Manual,0,1.47
Volkswagen,2016,12.33,153197,Petrol,Dealer,Manual,3,1.79
Toyota,2020,13.26,95942,Petrol,Dealer,Manual,0,4.7
Tata,2025,7.39,24842,Petrol,Dealer,Manual,0,6.36
Skoda,2024,10.2,21943,Petrol,Dealer,Manual,1,6.82
Renault,2021,8.43,72686,Diesel,Dealer,Manual,0,3.88
Skoda,2025,12.03,24270,Petrol,Dealer,Automatic,0,10.83
Skoda,2015,10.8,165969,Diesel,Dealer,Manual,0,1.77
Renault,2008,6.72,261755,Petrol,Individual,Manual,2,0.36
Maruti,2020,7.81,83198,Petrol,Dealer,Manual,0,2.65
Ford,2025,8.07,9135,Diesel,Individual,Manual,0,6.86
Volkswagen,2021,12.06,80043,Petrol,Dealer,Manual,0,5.13
Ford,2021,10.08,72337,Petrol,Dealer,Manual,0,4.14
Renault,2012,7.55,199210,Petrol,Dealer,Manual,0,0.84
Ford,2010,11.1,251528,Diesel,Dealer,Automatic,2,0.94
Ford,2020,8.48,85512,Petrol,Dealer,Automatic,2,2.73
Skoda,2025,11.72,28679,Diesel,Dealer,Manual,1,8.99
Skoda,2015,11.69,159237,Petrol,Dealer,Manual,0,1.93
Toyota,2020,16.19,101554,Diesel,Individual,Manual,1,4.72
Toyota,2018,15.03,131554,CNG,Dealer,Automatic,1,3.66
Renault,2025,6.49,11423,Diesel,Dealer,Manual,1,5.92
Maruti,2015,7.96,160777,Petrol,Dealer,Manual,0,1.38
Hyundai,2019,8.44,105608,Petrol,Individual,Automatic,0,2.22
Renault,2015,7.88,152158,Petrol,Dealer,Manual,0,1.26
Tata,2019,7.95,106215,Diesel,Dealer,Manual,3,1.78
Ford,2023,10.19,40196,Petrol,Dealer,Manual,3,5.26
Skoda,2015,12.81,169052,Petrol,Dealer,Manual,1,2.06
Skoda,2018,14.11,113439,Diesel,Individual,Manual,0,3.1
Ford,2011,9.54,226128,Diesel,Dealer,Manual,0,0.94
Volkswagen,2025,10.2,30717,Petrol,Dealer,Manual,1,7.8
Tata,2019,7.82,99492,Diesel,Dealer,Manual,1,2.16
Volkswagen,2025,12.62,18284,Diesel,Dealer,Manual,0,11.84
Toyota,2018,14.91,117328,Petrol,Individual,Manual,0,3.49
Ford,2022,9.62,59301,Diesel,Dealer,Manual,1,4.98
Mahindra,2014,13.13,175625,Petrol,Dealer,Manual,1,1.79
Toyota,2019,15.33,94364,Diesel,Dealer,Manual,0,4.93
Hyundai,2024,9.94,34490,Diesel,Dealer,Manual,0,7.71
Volkswagen,2010,11.64,230843,Diesel,Dealer,Automatic,1,1.07
Volkswagen,2019,12.62,109131,Petrol,Dealer,Manual,1,3.14
Hyundai,2015,8.54,161613,Petrol,Dealer,Manual,0,1.5
Maruti,2025,7.23,21741,Petrol,Dealer,Manual,2,5.63
Tata,2014,9.28,183479,Petrol,Dealer,Manual,2,1.18
Honda,2019,9.55,107011,Diesel,Dealer,Manual,2,2.43
Ford,2013,10.81,201189,Petrol,Dealer,Manual,0,1.35
Toyota,2010,12.11,236092,CNG,Dealer,Manual,0,1.02
Honda,2010,9.12,242704,Petrol,Individual,Automatic,1,0.71
Hyundai,2009,7.8,250419,CNG,Individual,Manual,1,0.48
Maruti,2022,7.49,58494,Petrol,Individual,Manual,0,3.37
Mahindra,2014,13.51,173480,Petrol,Individual,Manual,0,1.68
Ford,2012,8.59,206676,Petrol,Individual,Automatic,2,0.83
Mahindra,2013,13.75,195995,Petrol,Dealer,Manual,0,1.79
Renault,2008,8.64,274315,Diesel,Dealer,Manual,1,0.54
Hyundai,2018,9.46,129363,Petrol,Individual,Manual,0,1.98
Tata,2011,7.22,206266,Diesel,Dealer,Automatic,0,0.82
Skoda,2024,14.2,26206,Diesel,Dealer,Manual,0,10.23
Ford,2014,8.46,171670,Diesel,Individual,Manual,0,1.09
Volkswagen,2019,11.62,109927,Petrol,Dealer,Manual,1,3.24
Honda,2017,10.85,130280,Petrol,Individual,Manual,0,1.98
Tata,2024,9.23,30342,Petrol,Dealer,Manual,0,6.44
Skoda,2022,11.9,53192,Petrol,Dealer,Manual,0,6.1
Toyota,2024,14.72,30570,Diesel,Dealer,Manual,0,10.33
Ford,2010,7.73,225481,CNG,Individual,Manual,2,0.52
Skoda,2013,12.61,196414,Petrol,Dealer,Manual,0,1.62
Skoda,2017,13.73,125975,Diesel,Dealer,Manual,1,2.89
Toyota,2009,15.81,264173,Petrol,Individual,Manual,0,1.04
Renault,2009,6.94,246816,Petrol,Dealer,Manual,1,0.53
Volkswagen,2014,9.65,165140,Petrol,Dealer,Manual,0,1.51
Mahindra,2017,12.97,135457,Petrol,Individual,Manual,1,2.54
Ford,2017,8.75,131748,Petrol,Dealer,Manual,2,1.7
Mahindra,2013,10.32,200182,CNG,Dealer,Manual,2,1.15
Renault,2024,6.77,15022,Petrol,Dealer,Automatic,0,5.75
Hyundai,2024,10.55,28706,CNG,Dealer,Manual,0,7.7
Tata,2024,6.46,33055,Petrol,Dealer,Automatic,0,5.25
Ford,2017,9.01,136473,CNG,Dealer,Manual,0,1.91
Skoda,2022,14.09,37849,Diesel,Dealer,Manual,0,8.1
Maruti,2025,8.71,13175,Diesel,Individual,Automatic,1,6.84
Toyota,2013,16.92,196653,Diesel,Individual,Manual,0,2.13
Toyota,2013,15.74,206555,Diesel,Dealer,Manual,0,1.99
Skoda,2015,10.47,158107,CNG,Dealer,Automatic,0,1.81
Skoda,2023,12.97,54068,Petrol,Dealer,Automatic,0,8.07
Maruti,2008,8.51,281756,Diesel,Individual,Manual,0,0.53
Skoda,2013,13.56,195961,Petrol,Dealer,Manual,1,1.72
Skoda,2021,10.88,69940,Petrol,Individual,Manual,2,3.5
Mahindra,2016,12.75,157688,Diesel,Dealer,Automatic,0,2.86
Mahindra,2015,11.41,163317,Petrol,Individual,Automatic,3,1.64
Mahindra,2020,11.34,87835,Petrol,Individual,Manual,1,3.27
Ford,2014,7.76,175120,Petrol,Dealer,Manual,0,1.11
Mahindra,2022,9.84,50291,Petrol,Dealer,Manual,1,4.8
Volkswagen,2017,9.69,122976,Petrol,Individual,Manual,1,1.76
Honda,2012,9.12,213367,Petrol,Individual,Manual,0,0.9
Tata,2023,6.55,48624,Diesel,Dealer,Manual,0,4.1
Toyota,2010,15.57,235303,Petrol,Dealer,Automatic,0,1.53
Maruti,2015,6.21,170479,Petrol,Dealer,Automatic,2,1.03
Mahindra,2018,11.73,123130,Petrol,Individual,Automatic,0,2.97
Tata,2023,7.65,47129,Petrol,Dealer,Manual,0,4.52
Volkswagen,2024,9.99,28458,Diesel,Dealer,Manual,0,8.08
Skoda,2020,10.45,75707,Petrol,Individual,Manual,0,3.3
Ford,2023,8.38,54168,Diesel,Dealer,Manual,0,4.98
Renault,2025,7.89,22402,Petrol,Dealer,Manual,0,6.44
Renault,2015,7.73,155674,Petrol,Individual,Manual,0,1.12
Mahindra,2022,10.91,54570,Petrol,Individual,Manual,0,5.4
Skoda,2008,10.84,272634,Diesel,Dealer,Manual,0,0.77
Toyota,2019,17.35,90244,Diesel,Dealer,Manual,0,5.73
Mahindra,2011,12.83,226917,Diesel,Dealer,Automatic,1,1.27
Ford,2020,9.82,100995,Petrol,Individual,Manual,0,3.03
Ford,2012,7.9,205604,Petrol,Dealer,Manual,0,0.86
Maruti,2020,7.48,83042,Diesel,Dealer,Manual,1,2.45
Honda,2012,11.27,219870,Diesel,Dealer,Manual,0,1.37
Volkswagen,2016,9.0,144990,Diesel,Individual,Manual,0,1.54
Renault,2009,7.47,242844,Diesel,Individual,Automatic,2,0.5
Ford,2008,8.84,275935,Petrol,Dealer,Manual,0,0.62
Ford,2019,9.58,103208,Petrol,Dealer,Manual,1,2.56
Hyundai,2009,10.48,247761,Petrol,Dealer,Automatic,1,0.88
Toyota,2011,15.37,233968,Petrol,Dealer,Automatic,0,1.64
Ford,2023,10.89,57946,Diesel,Dealer,Automatic,0,7.14
Mahindra,2015,12.93,157241,Diesel,Dealer,Manual,0,2.07
Honda,2020,9.2,94543,Petrol,Dealer,Manual,0,2.95
Volkswagen,2012,9.83,200642,Petrol,Dealer,Manual,0,1.14
Hyundai,2012,10.4,207735,Petrol,Individual,Manual,1,1.06
Maruti,2009,8.3,258832,Petrol,Dealer,Manual,2,0.54
Honda,2012,10.7,205676,Petrol,Individual,Manual,1,0.98
Toyota,2008,15.47,272773,Petrol,Dealer,Manual,2,0.97
Tata,2025,9.08,19775,Petrol,Individual,Automatic,3,6.52
Volkswagen,2011,12.89,215426,Diesel,Individual,Manual,2,1.0
Toyota,2023,12.21,52761,Petrol,Dealer,Manual,3,5.95
Maruti,2024,6.73,33017,Diesel,Individual,Manual,1,4.47
Hyundai,2018,10.51,111709,Diesel,Dealer,Manual,0,2.76
Hyundai,2020,8.35,89934,Petrol,Dealer,Automatic,0,2.97
Volkswagen,2016,10.55,154420,CNG,Dealer,Manual,0,1.88
Renault,2013,5.95,175911,Petrol,Dealer,Manual,1,0.69
Maruti,2015,8.3,169725,CNG,Dealer,Manual,3,1.07
Ford,2020,9.07,90107,CNG,Individual,Automatic,0,2.84
Toyota,2013,15.87,194611,Diesel,Dealer,Manual,1,2.11
Toyota,2010,12.61,235497,Petrol,Individual,Manual,0,0.97
Toyota,2016,17.41,156813,Petrol,Dealer,Automatic,3,2.81
Mahindra,2019,9.69,109972,Petrol,Individual,Automatic,0,2.63
Honda,2009,9.36,261368,Petrol,Individual,Manual,2,0.54
Renault,2017,7.22,140930,Petrol,Dealer,Manual,1,1.51
Ford,2008,8.59,256468,Diesel,Dealer,Manual,0,0.64
Hyundai,2021,7.66,83923,Diesel,Dealer,Manual,1,2.91
Skoda,2018,13.61,133888,CNG,Dealer,Manual,1,2.96
Skoda,2015,13.32,167758,Diesel,Individual,Manual,0,2.09
Maruti,2008,8.11,258437,Petrol,Dealer,Manual,0,0.56
Mahindra,2018,10.48,122540,Diesel,Dealer,Manual,0,2.68
Tata,2023,8.25,32666,Diesel,Dealer,Manual,0,5.34
Tata,2017,7.07,147737,Petrol,Individual,Manual,3,1.09
Hyundai,2015,10.5,160107,Diesel,Dealer,Manual,2,1.62
Honda,2018,10.13,121170,Petrol,Individual,Manual,0,2.22
Hyundai,2024,8.5,32532,Diesel,Individual,Manual,2,4.78
Mahindra,2024,13.33,32668,Diesel,Dealer,Manual,0,9.28
Hyundai,2025,8.11,8648,Petrol,Dealer,Manual,0,7.42
Honda,2025,9.7,24237,Diesel,Dealer,Manual,0,8.9
Hyundai,2018,8.63,116053,Petrol,Individual,Manual,2,1.63
Ford,2010,10.16,242430,CNG,Individual,Manual,0,0.8
Toyota,2018,16.9,133135,CNG,Dealer,Manual,0,3.62
Maruti,2025,8.73,7185,CNG,Dealer,Manual,0,7.21
Maruti,2008,7.06,270926,Diesel,Individual,Manual,0,0.47
Mahindra,2012,12.69,202369,Petrol,Dealer,Automatic,2,1.41
Tata,2025,9.18,26031,Diesel,Dealer,Manual,0,8.51
Volkswagen,2021,10.05,86308,Petrol,Individual,Automatic,0,3.86
Maruti,2018,7.05,119474,Petrol,Dealer,Manual,2,1.49
Volkswagen,2012,12.05,215443,Petrol,Dealer,Manual,0,1.41
Maruti,2012,5.96,224224,Diesel,Dealer,Manual,0,0.72
Renault,2010,7.89,248205,Petrol,Individual,Automatic,0,0.64
Hyundai,2013,7.92,191253,CNG,Individual,Manual,0,0.81
Maruti,2017,6.13,128639,Diesel,Dealer,Manual,0,1.42
Volkswagen,2016,9.73,148319,Petrol,Dealer,Manual,1,1.82
Toyota,2009,14.14,267079,Petrol,Dealer,Manual,0,1.15
Honda,2017,10.46,133050,Petrol,Dealer,Automatic,2,2.24
Volkswagen,2011,11.13,216851,Diesel,Dealer,Automatic,0,1.18
Volkswagen,2024,10.96,20750,Diesel,Individual,Manual,1,7.1
Toyota,2010,14.26,234503,Petrol,Dealer,Manual,0,1.3
Hyundai,2023,8.62,43436,Petrol,Dealer,Manual,0,5.03
Toyota,2014,17.35,194064,Petrol,Dealer,Manual,0,2.54
Maruti,2020,6.12,98847,Petrol,Individual,Automatic,1,1.84
Mahindra,2011,11.94,228978,CNG,Individual,Manual,1,1.0
Mahindra,2020,12.37,90004,Diesel,Dealer,Manual,1,4.34
Skoda,2023,11.8,51694,Petrol,Individual,Manual,3,5.07
Toyota,2017,16.32,139609,CNG,Dealer,Manual,0,3.45
Ford,2019,10.4,103691,Petrol,Individual,Automatic,0,2.96
Mahindra,2013,10.76,198191,Diesel,Dealer,Manual,1,1.28
Toyota,2022,17.17,70471,Petrol,Individual,Manual,0,7.96
Honda,2024,10.57,34589,CNG,Individual,Manual,1,6.14
Tata,2017,7.54,135285,Petrol,Dealer,Manual,1,1.51
Volkswagen,2008,10.11,292028,Diesel,Dealer,Manual,1,0.62
Renault,2011,8.27,228226,Diesel,Individual,Automatic,0,0.87
Hyundai,2020,7.93,84794,Petrol,Individual,Manual,0,2.39
Hyundai,2024,9.12,29417,Petrol,Individual,Manual,0,6.2
Toyota,2013,15.09,183824,CNG,Individual,Manual,0,1.64
Honda,2025,9.57,22415,CNG,Dealer,Manual,0,7.73
Honda,2014,11.75,185575,Petrol,Individual,Automatic,1,1.64
Volkswagen,2012,11.62,211904,Petrol,Individual,Manual,0,1.13
Honda,2025,8.5,14323,Petrol,Dealer,Manual,3,6.0
Tata,2017,8.61,130310,Diesel,Individual,Manual,1,1.7
Tata,2020,8.75,87329,Diesel,Individual,Manual,2,2.41
Ford,2012,10.77,226668,Petrol,Dealer,Automatic,0,1.36
Hyundai,2022,9.36,55449,Diesel,Dealer,Automatic,0,4.99
Mahindra,2012,12.09,208654,Diesel,Dealer,Manual,0,1.49
Tata,2014,6.8,191653,Petrol,Dealer,Manual,0,1.05
Toyota,2016,12.33,147119,Diesel,Dealer,Manual,0,2.43
Volkswagen,2008,10.18,260850,Diesel,Dealer,Manual,1,0.65
Renault,2010,6.38,245951,Diesel,Dealer,Manual,1,0.55
Toyota,2020,12.9,82681,CNG,Dealer,Manual,1,3.9
Renault,2008,6.8,267007,Petrol,Individual,Manual,0,0.39
Skoda,2019,10.72,114613,Petrol,Dealer,Manual,0,2.9
Tata,2025,6.55,6125,Petrol,Dealer,Manual,0,5.9
Maruti,2019,6.85,111139,CNG,Dealer,Manual,0,1.7
Mahindra,2016,11.83,154038,Petrol,Dealer,Automatic,2,2.01
Ford,2019,9.29,106168,Diesel,Individual,Manual,0,2.58
Ford,2011,8.11,229488,Diesel,Individual,Manual,1,0.68
Toyota,2018,16.25,136351,Petrol,Dealer,Manual,0,3.73
Maruti,2022,7.37,70218,Petrol,Dealer,Manual,0,3.38
Ford,2014,8.25,185493,Petrol,Dealer,Manual,0,1.21
Hyundai,2015,7.66,166677,Petrol,Dealer,Manual,0,1.33
Maruti,2020,5.96,87452,Petrol,Dealer,Manual,0,2.15
Honda,2016,10.84,150026,Petrol,Individual,Automatic,0,1.91
Skoda,2014,11.27,177406,Petrol,Dealer,Manual,0,1.67
Volkswagen,2014,12.22,181550,Petrol,Individual,Manual,1,1.54
Volkswagen,2015,11.84,158046,Diesel,Dealer,Manual,0,2.12
Honda,2022,8.6,74586,Petrol,Dealer,Manual,0,4.12
Maruti,2009,6.71,262320,Petrol,Dealer,Manual,3,0.43
Mahindra,2009,9.8,247836,Diesel,Individual,Manual,0,0.7
Hyundai,2022,10.17,51907,Diesel,Dealer,Automatic,0,6.08
Hyundai,2012,9.32,212387,Petrol,Individual,Automatic,2,0.89
Tata,2021,8.05,57050,Petrol,Dealer,Manual,0,3.45
Skoda,2013,10.81,199321,Diesel,Dealer,Manual,1,1.43
Skoda,2023,14.15,36177,Diesel,Individual,Automatic,0,9.42
Tata,2022,8.7,57034,Petrol,Dealer,Manual,1,4.39
Tata,2023,8.54,55472,Petrol,Individual,Manual,0,4.25
Tata,2018,7.55,131203,Diesel,Individual,Manual,1,1.55
Toyota,2010,12.73,245291,Diesel,Dealer,Automatic,0,1.3
Hyundai,2025,8.55,12350,Petrol,Dealer,Manual,0,7.98
Maruti,2025,6.66,5114,Petrol,Dealer,Automatic,0,6.14
Tata,2016,6.65,152349,Petrol,Dealer,Manual,2,1.04
Maruti,2021,6.01,71716,Diesel,Individual,Manual,0,2.43
Honda,2024,10.49,28415,Petrol,Dealer,Manual,0,8.02
Tata,2008,8.73,281173,Diesel,Dealer,Manual,0,0.59
Tata,2013,7.33,187422,Petrol,Individual,Manual,0,0.91
Volkswagen,2012,10.63,219620,Petrol,Dealer,Manual,0,1.23
Volkswagen,2015,10.74,163271,Petrol,Dealer,Automatic,1,1.8
Mahindra,2021,9.38,69081,Petrol,Dealer,Manual,3,3.23
Volkswagen,2014,11.49,183098,Petrol,Individual,Automatic,3,1.3
Renault,2008,7.17,275330,Petrol,Dealer,Manual,1,0.48
Ford,2020,7.84,101917,Petrol,Dealer,Manual,0,2.46
Hyundai,2025,8.84,500,Diesel,Individual,Manual,1,6.89
Skoda,2014,13.59,174410,Petrol,Dealer,Manual,0,2.12
Volkswagen,2017,12.56,135364,Diesel,Dealer,Manual,0,2.61
Hyundai,2024,9.66,29986,Petrol,Dealer,Manual,1,6.74
Skoda,2021,11.55,65787,Petrol,Dealer,Automatic,0,5.13
Volkswagen,2014,10.72,183400,Diesel,Dealer,Automatic,1,1.74
Hyundai,2012,8.89,212804,Petrol,Individual,Manual,0,0.94
Mahindra,2008,11.32,276528,Diesel,Dealer,Automatic,1,0.83
Maruti,2015,7.94,168892,Petrol,Individual,Automatic,0,1.34
Honda,2017,10.97,124973,Petrol,Dealer,Manual,2,2.06
Maruti,2023,7.24,35913,CNG,Dealer,Manual,0,4.01
Honda,2010,9.46,251449,Petrol,Dealer,Manual,0,0.89
Mahindra,2015,9.74,156710,CNG,Individual,Automatic,2,1.33
Honda,2025,8.2,26764,Diesel,Individual,Manual,1,5.79
Toyota,2018,13.91,127540,Diesel,Dealer,Manual,0,3.6
Hyundai,2020,9.75,89804,Diesel,Individual,Manual,0,3.09
Tata,2014,6.73,184398,Petrol,Dealer,Manual,1,0.93
Volkswagen,2015,11.71,164428,Petrol,Dealer,Manual,0,1.93
Hyundai,2018,10.52,115375,Petrol,Dealer,Manual,1,2.51
Toyota,2011,14.41,235399,Petrol,Individual,Manual,0,1.3
Maruti,2015,8.32,166516,Diesel,Dealer,Automatic,1,1.55
Volkswagen,2023,10.39,49112,CNG,Dealer,Manual,0,5.9
Maruti,2009,8.01,259904,Diesel,Dealer,Manual,0,0.65
Volkswagen,2013,9.54,189477,CNG,Dealer,Manual,0,1.18
Ford,2012,9.28,220810,Petrol,Dealer,Manual,0,1.13
Volkswagen,2016,12.77,164015,Petrol,Dealer,Manual,0,2.55
Maruti,2020,7.57,96900,Petrol,Dealer,Manual,0,2.43
Honda,2011,10.65,223334,Petrol,Individual,Automatic,0,1.04
Tata,2021,6.48,77875,Petrol,Dealer,Automatic,1,2.88
Ford,2021,9.84,75473,Diesel,Dealer,Manual,0,4.06
Volkswagen,2016,9.54,152932,Petrol,Dealer,Manual,0,1.93
Volkswagen,2016,10.4,146413,Diesel,Dealer,Manual,0,2.11
Maruti,2025,7.02,15826,Petrol,Dealer,Manual,3,5.39
Maruti,2022,6.4,39730,Petrol,Dealer,Manual,0,3.66
Skoda,2025,13.92,11762,Petrol,Dealer,Manual,0,13.07
Volkswagen,2010,10.21,249209,Diesel,Individual,Automatic,0,0.91
Tata,2008,7.13,289258,Diesel,Dealer,Manual,1,0.49
Honda,2012,9.38,205485,Diesel,Individual,Manual,0,1.05
Honda,2015,9.71,192487,Petrol,Individual,Automatic,0,1.63
Honda,2016,11.32,146294,Diesel,Dealer,Manual,2,1.98
Volkswagen,2018,9.11,128407,Petrol,Dealer,Automatic,2,2.27
Ford,2016,8.29,128789,Petrol,Individual,Manual,0,1.34
Skoda,2015,14.36,159537,Petrol,Dealer,Manual,0,2.55
Hyundai,2019,7.55,100283,Petrol,Dealer,Manual,0,2.15
Tata,2023,9.16,34064,Diesel,Dealer,Manual,0,6.04
Volkswagen,2011,12.88,226271,Petrol,Individual,Manual,1,1.07
Ford,2010,10.09,246650,Petrol,Dealer,Manual,0,0.9
Maruti,2019,6.08,104438,Diesel,Individual,Automatic,0,1.72
Maruti,2018,6.82,115543,Petrol,Individual,Manual,1,1.44
Maruti,2015,8.28,156829,Petrol,Individual,Manual,0,1.29
Honda,2020,9.26,75662,Diesel,Dealer,Manual,0,3.45
Maruti,2019,7.39,105766,Petrol,Individual,Automatic,1,1.97
Honda,2023,8.39,40004,CNG,Dealer,Manual,3,3.79
Hyundai,2014,7.81,172981,Petrol,Dealer,Automatic,0,1.24
Renault,2023,8.24,63862,Petrol,Dealer,Automatic,0,4.81
Hyundai,2021,9.5,83392,Diesel,Individual,Manual,1,3.41
Ford,2017,9.32,130647,Diesel,Dealer,Manual,1,1.99
Mahindra,2014,10.92,197321,CNG,Individual,Manual,0,1.4
Mahindra,2017,13.64,131266,Petrol,Dealer,Manual,1,2.88
Tata,2010,7.7,246908,Diesel,Dealer,Manual,0,0.7
Skoda,2021,12.87,71725,Diesel,Dealer,Manual,0,5.94
Tata,2020,7.27,80800,Petrol,Dealer,Manual,0,2.54
Honda,2024,9.03,36525,Diesel,Dealer,Manual,0,6.34
Volkswagen,2018,13.01,119814,Petrol,Dealer,Manual,3,2.52
Skoda,2011,13.18,230038,Petrol,Individual,Manual,0,1.13
Skoda,2014,14.88,184581,Diesel,Dealer,Manual,3,1.81
Skoda,2025,13.26,5924,Petrol,Dealer,Manual,3,10.41
Mahindra,2015,13.52,163557,Diesel,Dealer,Manual,0,2.2
Volkswagen,2025,9.82,26297,Diesel,Dealer,Manual,0,8.68
Ford,2018,8.32,106537,Petrol,Dealer,Manual,0,2.13
Ford,2011,11.01,224089,Petrol,Dealer,Manual,2,0.99
Renault,2008,7.38,266699,Diesel,Dealer,Manual,1,0.47
Toyota,2017,15.48,130750,Petrol,Individual,Manual,2,2.56
Honda,2020,8.41,107360,CNG,Dealer,Manual,0,2.4
Honda,2020,10.73,91238,Petrol,Individual,Manual,1,2.92
Mahindra,2010,9.44,231061,Diesel,Dealer,Manual,1,0.77
Tata,2009,8.25,252774,Diesel,Dealer,Automatic,0,0.73
Mahindra,2010,12.23,237439,Diesel,Dealer,Manual,0,1.14
Ford,2010,7.91,223450,Petrol,Dealer,Automatic,1,0.74
Maruti,2013,7.43,192916,Petrol,Individual,Manual,2,0.78
Skoda,2016,12.53,140418,Petrol,Individual,Manual,0,2.06
Honda,2020,9.56,84449,CNG,Dealer,Manual,3,2.51
Mahindra,2024,12.41,31049,Petrol,Dealer,Manual,0,8.5
